"Iter.","Eval.","Best","Time m:s"
0,10,4.29657913930153665e-02,0.3786423441488296
1,20,4.12683023519347728e-02,0.6832479750737548
2,28,4.12683023519347728e-02,0.9655869440175593
3,38,4.12683023519347728e-02,1.2058402551338077
20,189,4.12683023519347728e-02,5.770670584170148
40,352,3.79826161966192594e-02,10.82970031700097
60,544,3.74744914550264180e-02,15.986162069020793
80,738,3.72352279505241690e-02,21.273627671180293
100,923,3.70975542782512879e-02,26.42449705209583
120,1099,3.65275254911769376e-02,31.77106581814587
140,1279,3.60220834097256665e-02,37.20979792205617
160,1470,3.57553640731541056e-02,42.669215966016054
180,1647,3.56409586837913780e-02,47.928767442004755
200,1831,3.55058085592588266e-02,53.13066053017974
220,2031,3.51554712014708615e-02,58.46352323004976
240,2229,3.29991745581196053e-02,63.58462338405661
260,2396,3.18584604667361063e-02,68.64863362000324
280,2557,3.06905277467534737e-02,73.50547348614782
300,2739,2.83287353314335133e-02,78.85807219799608
320,2924,2.32376674008498499e-02,83.98067936301231
340,3104,1.45685596774589154e-02,88.93304111016914
360,3304,1.04011376272942005e-02,94.04683915898204
380,3502,6.53902512615456809e-03,99.23050291510299
400,3696,5.26460059332106625e-03,104.42799379816279
420,3896,5.11556106115615677e-03,109.64339010603726
440,4096,5.01095078414059633e-03,115.21018398506567
460,4296,4.86709547022882126e-03,120.57468804810196
480,4496,4.76634687899153437e-03,125.9966322700493
500,4696,4.65540662265442363e-03,131.2186815671157
520,4896,4.55709883023386678e-03,136.46068549901247
540,5096,4.47163704355838659e-03,142.20980562199838
560,5296,4.41655054184905260e-03,147.54879600112326
580,5496,4.40013597716944118e-03,153.02763923304155
600,5696,4.39767787390556771e-03,158.48174970108084
620,5896,4.39749285278636607e-03,163.70529360114597
640,6096,4.39748664343033845e-03,168.86598782800138
660,6296,4.39748614422610408e-03,174.1809394529555
680,6496,4.39748574496840079e-03,179.35959806805477
700,6696,4.39748574496840079e-03,184.58752244501375
720,6896,4.39748574496840079e-03,189.7455952721648
740,7096,4.39748574496840079e-03,194.97079994506203
760,7296,4.39748567536797207e-03,200.07426598714665
780,7496,4.39748567536797207e-03,205.3404853681568
800,7696,4.39748567536797207e-03,210.60746702807955
820,7896,4.39748567536797207e-03,216.13906573900022
840,8096,4.39748567536797207e-03,221.51971153216437
860,8296,4.39748567536797207e-03,226.77655995311216
880,8496,4.39748567536797207e-03,232.00332684395835
900,8696,4.39748567536797207e-03,237.22345424210653
920,8896,4.39748567536797207e-03,242.43952348805033
940,9096,4.39748567536797207e-03,247.68412047997117
959,9276,4.39748567536797207e-03,252.77210470708087
