"Iter.","Eval.","Best","Time m:s"
0,1,2.97183304107575808e+00,1.1938238013535738
1,6,2.97183304107575808e+00,2.4588419292122126
2,9,2.71805114596616892e+00,3.4214428812265396
3,17,2.44500763535033228e+00,4.75802275724709
20,124,5.53131193597626303e-01,27.12468323484063
40,242,3.14394609497529398e-01,51.85288502275944
60,407,2.21860585258681353e-01,77.45306566543877
80,606,2.21522358175844092e-01,103.3791596852243
100,806,2.20625766966180692e-01,129.1172786988318
120,1006,2.04466912926444339e-01,153.3496536258608
140,1206,1.99922478910647350e-01,181.5079075526446
160,1393,1.97380956997735585e-01,206.72847517207265
180,1561,1.95603207687186309e-01,231.06282181851566
200,1733,1.84468272206380068e-01,254.75871933810413
220,1885,1.82262044736704820e-01,277.16297721490264
240,2043,1.74456563883082560e-01,300.8491236977279
260,2217,1.40544790551740545e-01,324.18752595968544
280,2409,1.03071601548720415e-01,349.5340206157416
300,2609,8.37371533321564915e-02,375.69152740202844
320,2779,6.48438482080907624e-02,400.7827641237527
340,2969,5.23969418977553170e-02,425.8829127512872
360,3163,5.02362895351570263e-02,452.82933568768203
380,3363,5.01048236902088898e-02,481.34662415646017
400,3563,5.00962215456587229e-02,506.1422251313925
420,3763,5.00956514134226483e-02,530.545657992363
440,3963,5.00956462908500322e-02,555.3467242084444
460,4163,5.00956462217286291e-02,577.7457000240684
480,4363,5.00956462176250297e-02,599.4622864723206
500,4563,5.00956462172645403e-02,622.4966636393219
520,4763,5.00956462172582398e-02,647.8842159379274
540,4963,5.00956462172579969e-02,674.7749714255333
560,5163,5.00956462172579900e-02,701.4421531446278
580,5363,5.00956462172579831e-02,729.1477271337062
600,5563,5.00956462172579831e-02,755.995080076158
620,5763,5.00956462172579831e-02,782.0313398670405
640,5963,5.00956462172579761e-02,810.1774026881903
654,6093,5.00956462172579761e-02,828.7098653055727
