"Iter.","Eval.","Best","Time m:s"
0,10,1.03831897643165871e+00,1.2606299909966765
1,19,1.03831897643165871e+00,1.8979376229981426
2,29,1.01993404144127564e+00,2.596635827998398
3,39,1.01147122558034930e+00,3.2910761539969826
20,173,4.44712873083061178e-01,12.950729618998594
40,305,3.28332411831836368e-01,23.137533362001705
60,433,1.97275827738829401e-01,33.12464189899765
80,559,1.95150549979071775e-01,43.45854302099906
100,707,1.95150549979071775e-01,54.88560307199805
120,848,1.94772432044277355e-01,65.9736146169962
140,987,1.94569151944950475e-01,77.77344209299918
160,1126,1.94474703659326842e-01,89.23244272499869
180,1281,1.94256020296584675e-01,100.54345285300224
200,1409,1.93591962879793411e-01,112.43711018299655
220,1557,1.92873056791549008e-01,124.09447519000241
240,1689,1.91142312733370567e-01,135.41448358300113
260,1826,1.90080335615692486e-01,146.04238836799777
280,1975,1.89576459985306950e-01,157.76036299100087
300,2100,1.89040062787786345e-01,169.31750363099854
320,2248,1.86516653559014423e-01,180.63381135700183
340,2396,1.40733956598395216e-01,193.88356228599878
360,2556,1.29493687434432320e-01,206.34208464300173
380,2724,1.12509279193240788e-01,218.27597568299825
400,2906,9.30699390446994429e-02,231.25145200500265
420,3105,8.04063105360777325e-02,245.44817914700252
440,3305,6.79878672371848486e-02,258.71058439699846
460,3505,6.48413628825187660e-02,273.31428962099744
480,3705,6.26377504501719751e-02,287.0912504750013
500,3905,6.05612909560560644e-02,301.8498833179983
520,4105,5.96666874828266636e-02,316.6154702749991
540,4305,5.26275479234752444e-02,331.3414413560022
560,4505,4.68139576570844734e-02,345.4818028860027
580,4705,4.56779672553035559e-02,360.05704200200125
600,4905,4.51835881434360653e-02,373.404420740997
620,5105,4.48599118900670779e-02,390.7697993879992
640,5305,4.48155573435664589e-02,404.97022783399734
660,5505,4.48122832969097482e-02,419.22898623999936
680,5705,4.48121253186209573e-02,434.02981251599704
700,5905,4.48121215237783643e-02,448.8898079110004
720,6105,4.48121213589411579e-02,463.19769172700035
740,6305,4.48121213513957700e-02,477.99206492799567
760,6505,4.48121213510132704e-02,492.0272474059966
780,6705,4.48121213509880267e-02,506.77383929499774
800,6905,4.48121213509872010e-02,521.6510888389967
820,7105,4.48121213509871663e-02,535.1408110490011
840,7305,4.48121213509871524e-02,549.2744782640002
860,7505,4.48121213509871524e-02,563.0744175239961
880,7705,4.48121213509871524e-02,577.6248626649976
900,7905,4.48121213509871524e-02,591.9798441620005
918,8075,4.48121213509871524e-02,604.005376754998
