"Iter.","Eval.","Best","Time m:s"
0,9,6.44199083824903568e-02,0.23458830639719963
1,18,6.41818031800471811e-02,0.46804917603731155
2,26,6.37929989844536471e-02,0.6132824886590242
3,33,6.37929989844536471e-02,0.7569400556385517
20,195,6.32868122180362952e-02,3.402310475707054
40,392,6.27593999665513463e-02,6.402725599706173
60,580,6.26307486848678568e-02,9.45389867760241
80,774,6.26270406449563055e-02,12.820818347856402
100,963,6.26229827581277210e-02,15.935333501547575
120,1150,6.26214432731661691e-02,18.923703288659453
140,1349,6.26201280517132003e-02,22.025875434279442
160,1549,6.26190186848523955e-02,25.11688336916268
180,1749,6.26133612053213356e-02,28.161588571965694
200,1907,5.67399933390934919e-02,31.334725869819522
220,2054,5.54462328788633552e-02,34.57806593924761
240,2212,5.28380229612581270e-02,37.99317098595202
260,2378,4.24809397725920759e-02,41.50969726033509
280,2570,2.45978852399182379e-02,44.890330638736486
300,2766,2.20605417105514401e-02,48.813256630674005
320,2966,1.61476669896406383e-02,52.14440407976508
340,3166,1.49182585213646357e-02,55.38897283375263
360,3342,1.45557678128368333e-02,58.75699560344219
380,3506,1.44515386025198950e-02,62.270945431664586
400,3665,1.43540796903771240e-02,65.52244830876589
420,3821,1.41193678209585154e-02,68.77816051989794
440,3999,1.38399291829135653e-02,72.04066208936274
460,4189,1.36981543507671590e-02,75.36657917872071
480,4389,1.36460043010191816e-02,78.55776199512184
500,4589,1.35758150848266507e-02,81.72876631096005
520,4789,1.34820566509930625e-02,84.96324591338634
540,4989,1.33602631503084400e-02,88.43445604853332
560,5189,1.33147280539763560e-02,92.10024813376367
580,5389,1.32929699422213773e-02,95.28484901599586
600,5589,1.32763416864057973e-02,98.52372515760362
620,5789,1.32712351613211450e-02,102.04449017345905
640,5989,1.32680627541357423e-02,105.47725864872336
660,6189,1.32667899062642036e-02,108.74952031858265
680,6389,1.32666107817996665e-02,112.10279366374016
700,6589,1.32666048278355479e-02,115.36482447013259
720,6789,1.32666045226158182e-02,118.7887782715261
740,6989,1.32666045226158182e-02,121.95944209769368
760,7189,1.32666045226158182e-02,125.16281417943537
780,7389,1.32666044693779076e-02,128.3848513700068
800,7589,1.32666037506219137e-02,131.54517407342792
820,7789,1.32666037506219137e-02,134.80199372023344
840,7989,1.32666037506219137e-02,138.01577858440578
860,8189,1.32666037506219137e-02,141.33545907959342
880,8389,1.32666037506219137e-02,144.6050831284374
900,8589,1.32666037506219137e-02,147.94243095256388
920,8789,1.32666037506219137e-02,151.15625813044608
940,8989,1.32666037506219137e-02,154.48369283787906
960,9189,1.32666037506219137e-02,157.84211768582463
980,9389,1.32666037506219137e-02,161.11597742140293
1000,9589,1.32666037086377978e-02,164.74452532455325
1020,9789,1.32666037086377978e-02,168.00944789871573
1040,9989,1.32666037086377978e-02,171.4914003163576
1060,10189,1.32665984416371827e-02,175.00025417283177
1080,10389,1.32665972730137086e-02,178.2678781338036
1100,10589,1.32665972730137086e-02,181.49803450889885
1120,10789,1.32665972730137086e-02,184.72695505060256
1140,10989,1.32665972730137086e-02,187.95460348576307
1160,11189,1.32665972730137086e-02,191.24857445061207
1180,11389,1.32665972730137086e-02,194.52462465316057
1200,11589,1.32665972730137086e-02,197.840076982975
1220,11789,1.32665972730137086e-02,201.18195208534598
1240,11989,1.32665972730137086e-02,204.45306364633143
1260,12189,1.32665972730137086e-02,207.70270091108978
1264,12219,1.32665972730137086e-02,208.22381064482033
