"Iter.","Eval.","Best","Time m:s"
0,10,7.03704315929200852e-02,0.6755565470084548
1,11,7.02880649801032598e-02,0.7407094098161906
2,12,7.02880649801032598e-02,0.8026711409911513
3,13,6.92448125326442371e-02,0.8651401158422232
20,30,6.36446629148368775e-02,1.9232892498839647
40,50,6.10958698419101359e-02,3.1779213428962976
60,70,5.87153689600759254e-02,4.429575007874519
80,90,5.48233062722282491e-02,5.684565313858911
100,110,4.67046932100050050e-02,6.928496615961194
120,146,4.67046932100050050e-02,8.95965052396059
140,166,4.67046932100050050e-02,9.827691146871075
160,186,4.67046932100050050e-02,10.69357003387995
180,206,4.67046932100050050e-02,11.559919827850536
200,226,4.67046932100050050e-02,12.429459105944261
220,246,4.67046932100050050e-02,13.302200607024133
240,266,4.67046932100050050e-02,14.171359280822799
260,286,4.67046932100050050e-02,15.03937242901884
280,306,4.67046932100050050e-02,16.0012105780188
300,325,4.67046932100050050e-02,16.939106735866517
