"Iter.","Eval.","Best","Time m:s"
0,4,2.60267624949801357e+00,0.1879503447562456
1,12,2.59413350454579161e+00,0.40169601514935493
2,21,2.56937444959722994e+00,0.5668652914464474
3,26,2.56852992058395291e+00,0.7127162348479033
20,139,2.41224587111097089e+00,3.4928089156746864
40,261,2.14474954330960621e+00,6.45749057084322
60,391,1.83428576009312594e+00,9.441064808517694
80,512,5.37649121976602418e-01,12.393930397927761
100,631,5.30638313503882797e-01,15.360228572040796
120,761,5.09140267326718465e-01,18.421666648238897
140,895,4.93575589807756954e-01,21.481368888169527
160,1038,4.86014521827674073e-01,24.522804960608482
180,1147,4.73625491151028644e-01,27.363329846411943
200,1270,4.69480210124203046e-01,30.361391695216298
220,1392,4.64335033289786980e-01,33.26509821973741
240,1497,4.64206250969085021e-01,36.33528595045209
260,1620,4.64039907493547676e-01,39.30135251395404
280,1747,4.63853830545111201e-01,42.605782110244036
300,1862,4.63650757842027750e-01,45.67675471119583
320,1978,4.63476415178878998e-01,48.690790474414825
340,2091,4.60877537058673403e-01,51.71753673814237
360,2198,4.60744057143153307e-01,54.55275681987405
380,2313,4.60518301679835096e-01,57.46071449667215
400,2426,4.60371380522674234e-01,60.78397070802748
420,2557,4.60320279400135868e-01,63.93771092221141
440,2669,4.60292021597457246e-01,67.159478219226
460,2798,4.60289279093635983e-01,70.37383633479476
480,2917,4.60287161161205882e-01,73.52763790637255
500,3041,4.60286515654971917e-01,76.49307469464839
520,3160,4.60286222963736891e-01,79.5106034707278
540,3259,4.60286085486693697e-01,82.31076600775123
560,3387,4.60286020097523896e-01,85.4343588706106
580,3509,4.60285959908434739e-01,88.48506210558116
600,3627,4.60285910265326947e-01,91.5598149932921
620,3745,4.60285894800637085e-01,94.63869139924645
640,3870,4.60285889853907337e-01,97.5501114949584
660,3977,4.60285884564219594e-01,100.52973808161914
680,4084,4.60285882549238690e-01,103.4846213851124
700,4217,4.60285879021180289e-01,106.6526237949729
720,4323,4.60285877880172889e-01,109.4816423356533
740,4430,4.60285876878676503e-01,112.24796932190657
760,4535,4.60285873955476765e-01,115.1079992633313
780,4669,4.60285848059216685e-01,118.11835956387222
800,4816,4.60285002097548024e-01,121.40673516318202
820,4957,4.60231480245198332e-01,124.85730716586113
840,5147,4.57562758142785020e-01,128.5886879079044
860,5344,4.28622057694653669e-01,131.96982858516276
880,5473,4.08648376376584410e-01,135.1329646781087
900,5578,3.80986126003404479e-01,137.8248104620725
920,5690,3.46660339624386749e-01,140.8353706970811
940,5820,2.77420217466014973e-01,143.97921003960073
960,5938,1.65659291061942632e-01,146.937056357041
980,6015,5.70868897542006898e-02,149.62823763862252
1000,6146,5.63078871816560245e-02,152.7796147558838
1020,6309,5.60741436304233315e-02,156.34377110376954
1040,6466,5.60713337457275640e-02,159.79290202632546
1060,6626,5.60695643060706156e-02,163.22749910876155
1080,6782,5.60680199729076401e-02,166.72930256649852
1100,6934,5.60676921488075380e-02,169.93071529641747
1120,7102,5.60676805978522000e-02,173.15040697529912
1140,7287,5.60676769491401522e-02,176.53376109711826
1160,7451,5.60676561885091670e-02,179.65659322589636
1180,7588,5.60676512548347467e-02,182.71650629118085
1200,7743,5.60676477403226486e-02,185.74997436627746
1220,7865,5.60676457786086005e-02,188.86262814886868
1240,8000,5.60676401490961124e-02,191.8849785812199
1260,8160,5.60675905445016248e-02,195.1303805615753
1280,8351,5.60668268885041524e-02,198.33439914695919
1300,8551,5.60644808474119044e-02,201.59595502726734
1320,8746,5.60584021709242611e-02,204.8832388408482
1340,8938,5.60554313792302125e-02,208.11770631559193
1360,9135,5.60512830469310150e-02,211.29638677462935
1380,9317,5.60382309332583609e-02,214.41704509593546
1400,9510,5.60382309332583609e-02,217.5955494660884
1420,9695,5.60118894149980312e-02,220.63489155843854
1440,9890,5.60085833512071404e-02,223.76943412795663
1460,10090,5.60071078763362609e-02,227.24122948013246
1480,10290,5.59984218746486795e-02,230.41129874251783
1500,10482,5.59799618178437805e-02,233.57098265737295
1520,10665,5.59673270111653229e-02,236.69742110930383
1540,10864,5.59648008292199725e-02,239.88162763416767
1560,11064,5.59607964918040698e-02,243.30726980231702
1580,11264,5.59600442965427214e-02,246.51579540595412
1600,11456,5.59574304781778609e-02,249.79104880429804
1620,11601,5.59568617166238472e-02,252.82074544392526
1640,11756,5.59568007542902840e-02,255.89428460784256
1660,11904,5.59567811710350860e-02,259.0019033662975
1680,12061,5.59567684949138985e-02,262.1022458560765
1700,12220,5.59566709808758875e-02,265.24269199743867
1720,12390,5.59559705807784608e-02,268.34359717182815
1740,12561,5.59544466873884358e-02,271.60035912133753
1760,12729,5.59520413107296860e-02,274.69424672983587
1780,12909,5.59494976167866573e-02,277.8988248538226
1800,13108,5.59488163935117216e-02,281.2405806928873
1820,13308,5.59487031478646327e-02,284.5408629924059
1840,13508,5.59486944672599046e-02,287.8961679097265
1860,13708,5.59486936451156491e-02,291.2517959177494
1880,13908,5.59486930085390660e-02,294.62462143041193
1900,14108,5.59486929339431532e-02,298.0674468204379
1920,14308,5.59486927299747486e-02,301.9751313365996
1940,14508,5.59486927299747486e-02,305.5285182353109
1960,14708,5.59486926913966912e-02,309.03687227517366
1980,14908,5.59486925853455233e-02,312.4834823682904
2000,15108,5.59486925853455233e-02,316.4004184678197
2020,15308,5.59486925326725462e-02,319.8404155597091
2040,15508,5.59486924146500308e-02,323.16596803069115
2060,15708,5.59486924022046736e-02,326.4007738009095
2080,15908,5.59486924022046736e-02,329.45898016542196
2100,16108,5.59486923920152063e-02,332.54186454601586
2120,16308,5.59486923684192131e-02,335.60529370978475
2140,16508,5.59486923681626058e-02,338.77697530016303
2160,16708,5.59486923681626058e-02,341.8933003731072
2180,16908,5.59486923681626058e-02,344.99815633147955
2200,17108,5.59486923681626058e-02,348.2312659062445
2220,17308,5.59486923681626058e-02,351.1780985072255
2240,17508,5.59486923681626058e-02,354.1951006818563
2260,17708,5.59486923465463068e-02,357.35036263614893
2280,17908,5.59486923465463068e-02,360.41238019801676
2300,18108,5.59486922346634219e-02,363.54704690538347
2320,18308,5.59486922346634219e-02,366.72467361204326
2340,18508,5.59486922346634219e-02,369.7701562419534
2360,18708,5.59486922346634219e-02,372.8699533678591
2380,18908,5.59486922346634219e-02,375.88223592564464
2400,19108,5.59486922346634219e-02,379.0528223477304
