"Iter.","Eval.","Best","Time m:s"
0,5,6.55292378305080830e-02,0.2316425573080778
1,10,6.55292378305080830e-02,0.3813802469521761
2,15,6.55292378305080830e-02,0.537857186049223
3,23,6.50791255513127886e-02,0.7535721883177757
20,149,6.37557756640471790e-02,3.4804391246289015
40,284,6.36024663442780192e-02,6.714074091985822
60,414,6.34702387044525779e-02,9.73430410027504
80,554,6.34635701194604940e-02,12.752755971625447
100,679,6.34517119210056685e-02,15.916901383548975
120,825,6.34517119210056685e-02,19.032776145264506
140,968,6.34070597421019511e-02,22.300955677405
160,1092,6.33508811671143479e-02,25.435181671753526
180,1234,6.31442071331951987e-02,28.64785858988762
200,1384,6.24279222477084617e-02,31.78425781056285
220,1534,6.23280916015863523e-02,34.75980247929692
240,1695,6.22607036423492091e-02,37.94157896004617
260,1856,6.22396568478375961e-02,40.979604272171855
280,2021,6.22213480639015534e-02,44.05518611520529
300,2178,6.22125062158903341e-02,47.08720224164426
320,2335,6.22104914544004059e-02,50.15266429260373
340,2485,6.22100980305620652e-02,53.21748447418213
360,2643,6.22099613875727597e-02,56.462156388908625
380,2786,6.22099398785151414e-02,59.51862213946879
400,2956,6.22099398785151414e-02,62.75083899125457
420,3136,6.22099322829427689e-02,65.89628532715142
440,3328,6.22099249134516960e-02,69.13480382412672
460,3520,6.22099216874754876e-02,72.45265127159655
480,3718,6.22099216874754876e-02,75.82624879106879
500,3916,6.22099216874754876e-02,79.01283622160554
520,4114,6.22099216874754876e-02,82.28657571412623
540,4299,6.22099216874754876e-02,85.68113429099321
560,4493,6.22099211441777961e-02,88.91698854602873
580,4686,6.22099211441777961e-02,92.14041562378407
600,4871,6.22099150473712850e-02,95.26436729170382
620,5061,6.22099150473712850e-02,98.93208565190434
640,5258,6.22099144953534161e-02,102.07561101205647
660,5436,6.22099144953534161e-02,105.2202225215733
680,5636,6.22099113704889378e-02,108.41817457228899
700,5836,6.22099092806316922e-02,111.853933442384
720,6034,6.22099092806316922e-02,115.24520902521908
740,6233,6.22099079420589396e-02,118.46009374037385
760,6424,6.22099079420589396e-02,121.64510704763234
780,6612,6.22099079420589396e-02,124.8846391607076
800,6811,6.22098899915696085e-02,128.05408629216254
820,7011,6.22098899915696085e-02,131.39302846603096
840,7211,6.22098899915696085e-02,134.60918610356748
860,7411,6.22098899915696085e-02,137.83440181799233
864,7441,6.22098899915696085e-02,138.33397707901895
