"Iter.","Eval.","Best","Time m:s"
0,10,8.62358079882666217e-01,0.22827409580349922
1,19,7.84820564207455829e-01,0.3960469914600253
2,29,7.11370154680805666e-01,0.5531144374981523
3,39,6.44839192783186799e-01,0.7102801073342562
20,183,3.74075262367751793e-01,3.4157274793833494
40,307,2.87037404537075491e-01,6.355327139608562
60,425,6.63570294363540342e-02,9.213531945832074
80,518,6.63570294363540342e-02,12.164107448421419
100,644,6.51301430552248123e-02,15.390902545303106
120,827,6.50942514132631378e-02,18.689025735482574
140,1021,6.50942514132631378e-02,21.85561242699623
160,1216,6.50745487092512648e-02,24.89445759821683
180,1416,6.50554762438573519e-02,27.98597580101341
200,1616,6.50455509921019637e-02,31.100234458222985
220,1815,6.49974767421589994e-02,34.1523459488526
240,1986,4.38468299765285979e-02,37.13063159491867
260,2128,4.38468299765285979e-02,40.01778235472739
280,2265,4.38468299765285979e-02,42.956432548351586
300,2416,4.37969456346793892e-02,46.14403763692826
320,2601,4.34418080543107835e-02,49.376953723840415
340,2799,4.34091678359795410e-02,52.59232357982546
360,2995,4.27167984559626082e-02,55.82767211832106
380,3190,4.21781879579611885e-02,59.12717873137444
400,3355,4.19312144131246956e-02,62.251980267465115
420,3521,4.18515165314108581e-02,65.32177725434303
440,3687,4.14817257723158125e-02,68.53145912662148
460,3869,3.88675973255981078e-02,71.81098227761686
480,4047,3.71164246812471163e-02,75.0557949282229
500,4241,3.43532019399777414e-02,78.31049758382142
520,4432,3.22569752131302775e-02,81.47538715600967
540,4619,3.15322882517311276e-02,84.62225623428822
560,4815,2.98228500243155753e-02,88.0061505176127
580,5015,2.86769961732739019e-02,91.51083956938237
600,5215,2.83085134016167229e-02,95.02149768639356
620,5415,2.82207004332391681e-02,98.27350668981671
640,5615,2.80710335962066314e-02,101.43335604760796
660,5815,2.80409691588039515e-02,104.59396002627909
680,6015,2.80213848393974022e-02,107.77343164291233
700,6215,2.80133291665136154e-02,110.82677931711078
720,6415,2.80013537457447920e-02,113.95278028212488
740,6615,2.79725554378406870e-02,117.26262333150953
760,6815,2.79231097181685921e-02,120.54973436519504
780,7015,2.78420454041166422e-02,123.7887910688296
800,7215,2.78120077819472081e-02,126.72000279370695
820,7415,2.77422814254613473e-02,129.81705188099295
840,7615,2.75870240787355302e-02,133.01203434634954
860,7815,2.73661898988109137e-02,136.25027912389487
880,8015,2.71411879303608758e-02,139.45712371356785
900,8215,2.64992665863899128e-02,142.53532128594816
920,8415,2.53052603551284366e-02,145.6920109046623
940,8615,2.38056656609384881e-02,148.93147503770888
960,8815,2.25957703754353992e-02,152.17127042543143
980,9015,2.08497894720779849e-02,155.42299729492515
1000,9215,1.92406531982197634e-02,158.85531271342188
1020,9415,1.81394448293227990e-02,162.08421653695405
1040,9615,1.65501244996012174e-02,165.39894405938685
1060,9815,1.58006927660325515e-02,168.69024071469903
1080,10015,1.50941674214960971e-02,172.0321950269863
1100,10215,1.47009244631263105e-02,175.7242981083691
1120,10395,1.46065321165811494e-02,178.91976409591734
1140,10573,1.45616944820050574e-02,181.80652909446508
1160,10725,1.45164625709610674e-02,185.0005594175309
1180,10913,1.44512313043900914e-02,188.45372957270592
1200,11084,1.44079048232688151e-02,191.86114609334618
1220,11261,1.43841112253909002e-02,195.3101203534752
1240,11438,1.42779763291859905e-02,198.6057068472728
1260,11632,1.39702417458894244e-02,201.62931606266648
1280,11826,1.37757529981439742e-02,204.9369811648503
1300,12025,1.36354841036534676e-02,208.2978143878281
1320,12225,1.35149771182813787e-02,211.48220762889832
1340,12425,1.32767026944585025e-02,214.7214075839147
1360,12625,1.30089463384010749e-02,218.11364818178117
1380,12825,1.27857371618236310e-02,221.49874321278185
1400,13025,1.24879474351590625e-02,224.77939402498305
1420,13225,1.19872784100495695e-02,228.0893557993695
1440,13425,1.16394768799803500e-02,231.50968603044748
1460,13625,1.11528013663874017e-02,234.91676396969706
1480,13825,1.07466176327979720e-02,238.07476532831788
1500,14025,1.02704958705645520e-02,241.44696015771478
1520,14225,9.85160034702758057e-03,244.74104911554605
1540,14425,9.66235903871608820e-03,247.90864123310894
1560,14625,9.44259191380691226e-03,251.14393074810505
1580,14825,9.15678817401010224e-03,254.55519921146333
1600,15025,8.83095304335236239e-03,258.3537365561351
1620,15225,8.25380770175490781e-03,262.12161295395344
1640,15425,7.90235978306744191e-03,265.6224698089063
1660,15625,7.68841988464830702e-03,268.82137041632086
1680,15825,7.48220669754482912e-03,272.0961732137948
1700,16025,7.20424351915406342e-03,275.6282770531252
1720,16225,7.14416402124447292e-03,279.0395277738571
1740,16425,7.01688765516608141e-03,282.03613815736026
1760,16625,6.68168228816093390e-03,285.2164919488132
1780,16825,6.55752029728017775e-03,288.38575690146536
1800,17025,6.43549046192323868e-03,291.39370111655444
1820,17225,6.38049685548431906e-03,294.37926943041384
1840,17425,6.27212259769572688e-03,297.4833897538483
1860,17625,6.12775485931180142e-03,300.59301936626434
1880,17825,6.02925075037044015e-03,303.62861255183816
1900,18025,5.97727307423885548e-03,306.73640045989305
1920,18225,5.90672922500190024e-03,309.8934140969068
1940,18425,5.87863510541543691e-03,312.6939441198483
1960,18625,5.85585662575201400e-03,315.5838078316301
1980,18825,5.84808596691364230e-03,318.6990060675889
2000,19025,5.84463871051242763e-03,321.96900296770036
2020,19225,5.84428870203760643e-03,325.04874548502266
2040,19425,5.84423083600187684e-03,328.04754315968603
2060,19625,5.84422449660431265e-03,331.3203195827082
2080,19825,5.84422429978554998e-03,334.42605927959085
2100,20025,5.84422428392670969e-03,338.05852976161987
2120,20225,5.84422425660661472e-03,341.49818997178227
2140,20425,5.84422418851429995e-03,344.73807910084724
2160,20625,5.84422418851429995e-03,347.8642325894907
2180,20825,5.84422418851429995e-03,350.91444235201925
2200,21025,5.84422418851429995e-03,354.15417745150626
2220,21225,5.84422418851429995e-03,357.3401059675962
2240,21425,5.84422418851429995e-03,360.46378531865776
2260,21625,5.84422418851429995e-03,363.53734550159425
2280,21825,5.84422418851429995e-03,366.8195590339601
2300,22025,5.84422418851429995e-03,370.08706077281386
2320,22225,5.84422418851429995e-03,373.1062164166942
2332,22335,5.84422418851429995e-03,374.8498596791178
