"Iter.","Eval.","Best","Time m:s"
0,8,2.45555280305538304e-01,1.51229097135365
1,15,2.45555277978308117e-01,2.531168282032013
2,23,2.45555274175304400e-01,3.473890380933881
3,32,2.45555269182123170e-01,4.732824606820941
20,192,2.45554911987010349e-01,21.79042791388929
40,329,2.45553472670992146e-01,39.904932513833046
60,437,2.45552852197596733e-01,55.56019710376859
80,583,2.45546319680514269e-01,73.77759099565446
100,736,2.45090231351802551e-01,92.74667888320982
120,883,2.41516653640400036e-01,111.1659289393574
140,971,2.39064356888174567e-01,127.37720897234976
160,1027,2.38825126765248363e-01,136.71640477143228
180,1153,2.34468481571861675e-01,154.07761889137328
200,1277,2.33613818331549788e-01,171.60527366027236
220,1401,2.33309902168062605e-01,188.6058938987553
240,1530,2.32872669607597338e-01,207.20584470964968
260,1656,2.32099327263441818e-01,224.19055193290114
280,1795,2.29203747213244047e-01,244.0828865431249
300,1934,2.20528000399848267e-01,264.6768583636731
320,2111,2.20106645435022341e-01,289.42006734758615
340,2310,2.20074891618308288e-01,313.7848841622472
360,2506,2.19923148983464156e-01,340.1185963731259
380,2681,2.19453072063354737e-01,364.1140395719558
400,2813,2.19049910241720436e-01,385.94857220724225
420,2959,2.18627304781858378e-01,408.52980146184564
440,3113,2.15571184898612739e-01,437.3671500980854
460,3292,1.96523067611953928e-01,470.6571140177548
480,3466,1.94562012754826236e-01,507.2495419140905
500,3650,1.92909812170328987e-01,544.6932227313519
520,3822,1.92604010223090094e-01,579.5042182765901
540,3984,1.92510644710387951e-01,612.4455629680306
560,4123,1.92466426061148110e-01,642.9948057755828
580,4285,1.92360372447137634e-01,673.4828691333532
600,4460,1.91939232170848184e-01,707.413905961439
620,4653,1.91599390390620988e-01,743.8553169276565
640,4835,1.91325302313125611e-01,779.1291519477963
660,5012,1.91034693516565990e-01,814.5614574607462
680,5171,1.90729003797267149e-01,842.51609839499
700,5332,1.90119876316209052e-01,867.852111633867
720,5529,1.89845480680967932e-01,896.9379999991506
740,5705,1.89753383240544332e-01,926.0768137406558
760,5904,1.89731814457897441e-01,956.2385079413652
780,6100,1.89724874307105607e-01,986.184524025768
800,6277,1.89656444449999684e-01,1017.1288045849651
820,6452,1.73525000217728126e-01,1047.809665499255
840,6594,1.55906322987333312e-01,1076.4623418990523
860,6770,1.49912454649007154e-01,1106.5245921500027
880,6935,1.05037745655647566e-01,1135.9508947879076
900,7112,1.02790061904451765e-01,1164.2725281063467
920,7283,9.84475154767880112e-02,1193.3600196540356
940,7420,9.53566796929077587e-02,1221.8547511193901
960,7573,9.27053829461896017e-02,1249.0289146173745
980,7735,8.90424182926284058e-02,1275.3252830952406
1000,7893,8.45422254548306024e-02,1306.3021167237312
1020,8054,8.28848313141937049e-02,1335.0024292524904
1040,8204,7.63314399584860553e-02,1360.5483919922262
1060,8385,5.73487316701983829e-02,1383.8687399178743
1080,8578,5.40849507065547172e-02,1408.0086438972503
1100,8756,4.99226458261457229e-02,1431.1890072375536
1120,8950,4.25876520414548987e-02,1455.8658493179828
1140,9150,4.00998809138871856e-02,1481.305460235104
1160,9350,3.95675340125591010e-02,1502.8131519760936
1180,9550,3.94648933899355014e-02,1526.7580388579518
1200,9750,3.94450282651188991e-02,1550.5276495404541
1220,9950,3.94435749180712669e-02,1574.1735396329314
1240,10150,3.94435237684780116e-02,1599.9881421662867
1260,10350,3.94435210855789004e-02,1625.3780983127654
1280,10550,3.94435209540131143e-02,1651.1653454508632
1300,10750,3.94435209512353779e-02,1675.347818179056
1320,10950,3.94435209511069321e-02,1700.1405954714864
1340,11150,3.94435209510990425e-02,1723.7516177129
1360,11350,3.94435209510985013e-02,1748.8401259537786
1380,11550,3.94435209510984805e-02,1774.4513725973666
1400,11750,3.94435209510984666e-02,1799.0094478931278
1420,11950,3.94435209510984597e-02,1824.3157918676734
1440,12150,3.94435209510984597e-02,1851.9084400553256
1460,12350,3.94435209510984597e-02,1880.3374008089304
1478,12520,3.94435209510984597e-02,1902.9891409017146
