"Iter.","Eval.","Best","Time m:s"
0,7,2.15007290426860997e+00,0.29709745291620493
1,15,2.06154180207629301e+00,0.5287938620895147
2,25,2.03957236311472334e+00,0.7027915026992559
3,35,1.81992248133225432e+00,0.9101827833801508
20,140,1.73542207661402159e-01,3.669988620094955
40,140,1.73542207661402159e-01,3.7188530517742038
60,140,1.73542207661402159e-01,3.778614701703191
80,140,1.73542207661402159e-01,3.841502488590777
100,140,1.73542207661402159e-01,3.904070494696498
120,140,1.73542207661402159e-01,3.9737291606143117
140,140,1.73542207661402159e-01,4.035627203993499
160,140,1.73542207661402159e-01,4.083044845610857
180,140,1.73542207661402159e-01,4.129555287770927
200,140,1.73542207661402159e-01,4.17422937694937
219,140,1.73542207661402159e-01,4.2279539639130235
