"Iter.","Eval.","Best","Time m:s"
0,2,7.18999118824183714e-02,0.1962235402315855
1,7,7.18999118824183714e-02,0.36267052963376045
2,13,7.18913714135421961e-02,0.5374822616577148
3,21,7.18778611532259054e-02,0.7110876888036728
20,127,7.17509579674111692e-02,3.8075017668306828
40,248,6.99967277975603180e-02,7.44495770521462
60,410,3.75599054421170281e-02,10.844965184107423
80,570,3.34761484806968129e-02,14.622790705412626
100,758,3.10518084128548685e-02,18.19998106174171
120,958,2.38274292625870500e-02,21.74001156166196
140,1153,1.77306143344707449e-02,25.15004782937467
160,1352,1.57940435202196042e-02,28.56894013285637
180,1552,1.50460707887873288e-02,31.900598281994462
200,1752,1.48421911606391749e-02,35.33256212435663
220,1952,1.46916449321512800e-02,38.79267420992255
240,2152,1.33104444069432615e-02,42.17033918015659
260,2352,6.27911483608140173e-03,45.51179661601782
280,2552,6.00914529314585787e-03,49.099932042881846
300,2752,5.85314556077561141e-03,52.45962782390416
320,2952,5.84695098939440067e-03,55.769040977582335
340,3152,5.84603646893904708e-03,59.096613582223654
360,3352,5.84452181687028938e-03,62.40252515859902
380,3552,5.84423255975326759e-03,65.70129228197038
400,3752,5.84422470755103455e-03,69.10290843807161
420,3952,5.84422436817529263e-03,72.30350972525775
440,4152,5.84422430188003862e-03,75.59125306084752
460,4352,5.84422426533838697e-03,78.9468629360199
480,4552,5.84422426533838697e-03,82.24211737513542
500,4752,5.84422425487074633e-03,85.44702482223511
520,4952,5.84422425487074633e-03,89.161950673908
540,5152,5.84422424641082086e-03,92.77547427266836
560,5352,5.84422424641082086e-03,95.99346508830786
580,5552,5.84422419186217488e-03,99.30808722041547
600,5752,5.84422418585757875e-03,102.56688162498176
620,5952,5.84422418585757875e-03,105.80235305428505
640,6152,5.84422418585757875e-03,109.08969765529037
660,6352,5.84422418585757875e-03,112.36920270323753
680,6552,5.84422418585757875e-03,115.5648830793798
700,6752,5.84422418585757875e-03,118.91654719784856
720,6952,5.84422418585757875e-03,122.13425172679126
740,7152,5.84422418585757875e-03,125.31974964402616
760,7352,5.84422418585757875e-03,128.6090439017862
768,7422,5.84422418585757875e-03,129.6792406309396
