"Iter.","Eval.","Best","Time m:s"
0,5,6.93321215574562028e-02,0.23325482849031687
1,8,6.67987501544944767e-02,0.3736352901905775
2,12,6.67987501544944767e-02,0.5259741935878992
3,21,6.67987501544944767e-02,0.6762616373598576
20,168,4.66750373369313326e-02,3.5845083547756076
40,368,2.57653216683290630e-02,7.016226449981332
60,568,1.94267848758930134e-02,10.23823890183121
80,768,1.82434419185606815e-02,13.764130866155028
100,968,1.68858228691013204e-02,17.117197058163583
120,1149,1.62795439191500170e-02,20.314240533858538
140,1349,1.49074077956187802e-02,23.63065683748573
160,1549,1.26726960277821436e-02,26.926718953996897
180,1749,1.06269207541334343e-02,30.38004396855831
200,1949,9.25152962938427872e-03,33.66753494273871
220,2149,8.94637517643327024e-03,37.06514596007764
240,2349,8.52789742577530693e-03,40.44333615619689
260,2549,8.05807569758385661e-03,43.71584699861705
280,2749,7.58740830709388019e-03,46.98593129217625
300,2949,7.40100662768768559e-03,50.234485268592834
320,3149,7.34264594870181076e-03,53.60407140851021
340,3349,7.31020646023445089e-03,56.922744300216436
360,3549,7.30343713538578188e-03,60.26769575662911
380,3749,7.30252604697205748e-03,63.46508028358221
400,3949,7.30239035331582600e-03,66.66975445952266
420,4149,7.30238475710756358e-03,69.96479145344347
440,4349,7.30238392873040591e-03,73.20808692649007
460,4549,7.30238371509678470e-03,76.62904015183449
480,4749,7.30238371509678470e-03,80.09836288169026
500,4949,7.30238371509678470e-03,83.42986895609647
520,5149,7.30238371509678470e-03,87.23193588946015
540,5349,7.30238371509678470e-03,90.54811090044677
560,5549,7.30238361167798947e-03,93.99545150622725
580,5749,7.30238361167798947e-03,97.46565545443445
600,5949,7.30238346072374731e-03,100.81923398002982
620,6149,7.30238329732330570e-03,104.17380305752158
640,6349,7.30238329732330570e-03,107.52251835726202
660,6549,7.30238329732330570e-03,110.85584839247167
680,6749,7.30238329732330570e-03,114.21424553077668
700,6949,7.30238311368819164e-03,117.6554229836911
720,7149,7.30238311368819164e-03,120.99951474461704
740,7349,7.30238311368819164e-03,124.32951277121902
760,7549,7.30238311368819164e-03,127.74657130986452
780,7749,7.30238311368819164e-03,131.0029022647068
800,7949,7.30238311368819164e-03,134.39103686995804
820,8149,7.30238311368819164e-03,137.77421907894313
840,8349,7.30238311368819164e-03,141.19974640291184
860,8549,7.30238311368819164e-03,144.63153576105833
880,8749,7.30238311368819164e-03,147.91523083206266
899,8929,7.30238311368819164e-03,150.92890399508178
