"Iter.","Eval.","Best","Time m:s"
0,7,3.97511171944076196e+01,0.06974686399917118
1,16,2.31223835342899982e+01,0.07814694199987571
2,23,1.77031209149027973e+01,0.08808800800034078
3,28,9.66967588869963457e+00,0.09701513199979672
20,147,5.80480175353987349e+00,0.2654708190020756
40,303,4.31320842564102946e+00,0.4030244429995946
60,431,1.60358464620037111e+00,0.5510250820007059
80,580,1.08738770936820495e+00,0.6886414530017646
100,762,1.06172953034541906e+00,0.8377440360018227
120,942,1.05051880158905631e+00,0.9845340300016687
140,1116,1.03616459600285138e+00,1.1330289040015487
160,1300,1.02808770792543314e+00,1.2679936870008532
180,1470,1.02539470695943269e+00,1.4083813750003173
200,1635,1.00450549116826537e+00,1.5614447859989014
220,1798,8.72322189751237098e-01,1.7082802900004026
240,1960,8.46967470687562840e-01,1.9176321430022654
260,2153,8.29152100511438839e-01,2.244411745999969
280,2336,8.28656053589963970e-01,2.426750570000877
300,2492,8.28530857469537363e-01,2.566505810002127
320,2656,8.28431536376843303e-01,2.7043023070000345
340,2825,8.27984053549363441e-01,2.851340663000883
360,3008,8.22086067893262440e-01,3.0163086950014986
380,3200,6.59711365219590951e-01,3.15611055699992
400,3388,6.41350602398998992e-01,3.295326280000154
420,3585,6.41350602398998992e-01,3.449299144998804
440,3785,6.15306176880344613e-01,3.5978568099999393
460,3985,5.79284965768085414e-01,3.9015384260019346
480,4184,3.39428167120626845e-01,4.170178627999121
500,4381,2.39934292939330551e-01,4.400383567000972
520,4581,2.33411012099234733e-01,4.556271078999998
540,4781,2.32225497202000142e-01,4.713565748999827
560,4981,2.32211427603903564e-01,4.8862575860002835
580,5181,2.32211230723696427e-01,5.047469902001467
600,5381,2.32211227897527739e-01,5.226103900000453
620,5581,2.32211227825233069e-01,5.387646611001401
640,5781,2.32211227824822453e-01,5.546450578000076
660,5981,2.32211227824777600e-01,5.833268300000782
680,6181,2.32211227824776739e-01,6.181379828001809
700,6381,2.32211227824776628e-01,6.362493585002085
720,6581,2.32211227824776573e-01,6.522814502000983
740,6781,2.32211227824776573e-01,6.680593763001525
760,6981,2.32211227824776573e-01,6.832164350002131
780,7181,2.32211227824776573e-01,6.9904787949999445
800,7381,2.32211227824776573e-01,7.152998427001876
812,7491,2.32211227824776573e-01,7.247177686000214
