"Iter.","Eval.","Best","Time m:s"
0,10,1.53093608743965004e+00,0.17477934700218611
1,20,1.53061192918987099e+00,0.24942758100223728
2,29,1.53037094429632425e+00,0.30311449600048945
3,38,1.52995472544805344e+00,0.33924251400094363
20,147,1.50281471286787438e+00,0.6475948020015494
40,210,1.49173225948645571e+00,0.9420189289994596
60,327,1.45427500514180275e+00,1.2410164760003681
80,457,1.44591936211850491e+00,1.4921767600026214
100,644,1.44571584567587275e+00,1.7626959340013855
120,831,1.44570757138489880e+00,2.0295327810017625
140,1001,1.44569069523840477e+00,2.2756650830015133
160,1157,1.44568327653073236e+00,2.537633932999597
180,1321,1.44556932709598396e+00,2.814090892999957
200,1467,1.44321014990957197e+00,3.0690431220027676
220,1580,1.09801787483996649e+00,3.265025736000098
240,1706,1.06640869417239670e+00,3.4615015800009132
260,1898,1.06160322557243614e+00,3.755036074002419
280,2098,1.05987640777782333e+00,4.344895641999756
300,2298,1.05797518780872446e+00,4.849598025000887
320,2480,1.03975152313035801e+00,5.264671050001198
340,2643,9.19597231433556983e-01,5.5038152640008775
360,2812,8.57343393193918057e-01,5.748624678999477
380,2998,7.31177979407306999e-01,6.080357188999187
400,3178,6.69000952464594900e-01,6.383408785000938
420,3364,6.33799335494190985e-01,6.7950464070017915
440,3561,6.26596710270878043e-01,7.19958833200144
460,3760,5.12980063801099728e-01,7.603725474000385
480,3906,4.83644635998580763e-01,8.08874415900209
500,4103,3.00130928532903019e-01,8.86016622399984
520,4303,2.74816828543956226e-01,9.314168732002145
540,4503,2.70338660887695204e-01,9.666112219001661
560,4703,2.31486646022213638e-01,10.053908551999484
580,4903,2.19680657899378684e-01,10.456464004000736
600,5103,2.19168880035614216e-01,10.862612029002776
620,5303,2.19161888202402677e-01,11.214073207000183
640,5503,2.19161755294290717e-01,11.611587990999396
660,5703,2.19161752477781191e-01,12.047332307000033
680,5903,2.19161752448922387e-01,12.46221993600193
700,6103,2.19161752447683683e-01,13.27050310100094
720,6303,2.19161752447653790e-01,13.539212442999997
740,6503,2.19161752447652569e-01,13.811139879999246
760,6703,2.19161752447652514e-01,14.090407690000575
780,6903,2.19161752447652458e-01,14.33680930400078
800,7103,2.19161752447652458e-01,14.576146905001224
820,7303,2.19161752447652458e-01,14.81181387900142
840,7503,2.19161752447652458e-01,15.19333951000226
860,7693,2.19161752447652458e-01,15.418870658999367
