"f","p1","p2","p3","p4","p5","p6","p7","p8","p9"
 8.71612630717149894e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999999425e-08, 1.33333333333333331e-01, 1.13934995458069552e-01
 7.90232689285150891e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999999425e-08, 1.46666666666666667e-01, 1.13934995458069552e-01
 6.95723650685150519e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999999425e-08, 1.60000000000000003e-01, 1.13934995458069552e-01
 6.04801154991381651e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999999425e-08, 1.73333333333333339e-01, 1.13934995458069552e-01
 5.27761856888702030e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999999425e-08, 1.86666666666666675e-01, 1.13934995458069552e-01
 4.68018800637839849e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999999425e-08, 2.00000000000000011e-01, 1.13934995458069552e-01
 1.57192187037418174e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 0.00000000000000000e+00, 1.13934995458069552e-01
 1.57170449210028051e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 1.33333333333333342e-02, 1.13934995458069552e-01
 1.57126370545520566e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 2.66666666666666684e-02, 1.13934995458069552e-01
 1.56977229654090156e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 4.00000000000000008e-02, 1.13934995458069552e-01
 1.56345575975486462e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 5.33333333333333368e-02, 1.13934995458069552e-01
 1.53632002106065024e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 6.66666666666666657e-02, 1.13934995458069552e-01
 1.43559512190079053e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 8.00000000000000017e-02, 1.13934995458069552e-01
 1.20663947734571075e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 9.33333333333333376e-02, 1.13934995458069552e-01
 9.69881834687547517e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 1.06666666666666674e-01, 1.13934995458069552e-01
 8.35049599920617669e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 1.20000000000000009e-01, 1.13934995458069552e-01
 7.35612634253774100e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 1.33333333333333331e-01, 1.13934995458069552e-01
 6.28797860940065512e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 1.46666666666666667e-01, 1.13934995458069552e-01
 5.33833784517465881e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 1.60000000000000003e-01, 1.13934995458069552e-01
 4.58474166616913981e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 1.73333333333333339e-01, 1.13934995458069552e-01
 4.06443430748300916e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 1.86666666666666675e-01, 1.13934995458069552e-01
 3.73178937961850254e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277677e-07, 2.00000000000000011e-01, 1.13934995458069552e-01
 1.57181246145278397e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 0.00000000000000000e+00, 1.13934995458069552e-01
 1.57129752972171044e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 1.33333333333333342e-02, 1.13934995458069552e-01
 1.56963921676290763e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 2.66666666666666684e-02, 1.13934995458069552e-01
 1.56297632768072114e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 4.00000000000000008e-02, 1.13934995458069552e-01
 1.53495267111784184e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 5.33333333333333368e-02, 1.13934995458069552e-01
 1.43090877534323813e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 6.66666666666666657e-02, 1.13934995458069552e-01
 1.18891310476621204e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 8.00000000000000017e-02, 1.13934995458069552e-01
 9.35697168829393244e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 9.33333333333333376e-02, 1.13934995458069552e-01
 7.85543060952663019e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 1.06666666666666674e-01, 1.13934995458069552e-01
 6.66243601072517011e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 1.20000000000000009e-01, 1.13934995458069552e-01
 5.50656500812707117e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 1.33333333333333331e-01, 1.13934995458069552e-01
 4.53876284189411561e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 1.46666666666666667e-01, 1.13934995458069552e-01
 3.97769328080148976e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 1.60000000000000003e-01, 1.13934995458069552e-01
 3.48926852049418201e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 1.73333333333333339e-01, 1.13934995458069552e-01
 3.95490064124362772e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 1.86666666666666675e-01, 1.13934995458069552e-01
 3.52844943088518770e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188308e-06, 2.00000000000000011e-01, 1.13934995458069552e-01
 1.57129973396630085e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 0.00000000000000000e+00, 1.13934995458069552e-01
 1.56941081613345323e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 1.33333333333333342e-02, 1.13934995458069552e-01
 1.56215596232693166e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 2.66666666666666684e-02, 1.13934995458069552e-01
 1.53259785787991132e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 4.00000000000000008e-02, 1.13934995458069552e-01
 1.42370211265542257e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 5.33333333333333368e-02, 1.13934995458069552e-01
 1.16569655439663689e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 6.66666666666666657e-02, 1.13934995458069552e-01
 8.90263974362604626e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 8.00000000000000017e-02, 1.13934995458069552e-01
 7.25517062738058049e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 9.33333333333333376e-02, 1.13934995458069552e-01
 5.78263428780564803e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 1.06666666666666674e-01, 1.13934995458069552e-01
 4.56048735216976919e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 1.20000000000000009e-01, 1.13934995458069552e-01
 3.65173131059056078e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 1.33333333333333331e-01, 1.13934995458069552e-01
 3.12854372766143474e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 1.46666666666666667e-01, 1.13934995458069552e-01
 3.12086135972535372e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 1.60000000000000003e-01, 1.13934995458069552e-01
 3.40512050676337275e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 1.73333333333333339e-01, 1.13934995458069552e-01
 3.80565498240242217e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 1.86666666666666675e-01, 1.13934995458069552e-01
 4.30624696051237654e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998049e-06, 2.00000000000000011e-01, 1.13934995458069552e-01
 1.56892282986326848e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 0.00000000000000000e+00, 1.13934995458069552e-01
 1.56071612165508844e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 1.33333333333333342e-02, 1.13934995458069552e-01
 1.52860188905973038e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 2.66666666666666684e-02, 1.13934995458069552e-01
 1.41238337339915465e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 4.00000000000000008e-02, 1.13934995458069552e-01
 1.13348395109603750e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 5.33333333333333368e-02, 1.13934995458069552e-01
 8.27035732817007263e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 6.66666666666666657e-02, 1.13934995458069552e-01
 6.24074533554155431e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 8.00000000000000017e-02, 1.13934995458069552e-01
 4.66268444519336245e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 9.33333333333333376e-02, 1.13934995458069552e-01
 3.44728839800813813e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 1.06666666666666674e-01, 1.13934995458069552e-01
 2.83931749938127920e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 1.20000000000000009e-01, 1.13934995458069552e-01
 2.84143991241913252e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 1.33333333333333331e-01, 1.13934995458069552e-01
 3.26936660478269303e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 1.46666666666666667e-01, 1.13934995458069552e-01
 3.90260357384315804e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 1.60000000000000003e-01, 1.13934995458069552e-01
 4.54294138074998299e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 1.73333333333333339e-01, 1.13934995458069552e-01
 5.08391813886429622e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 1.86666666666666675e-01, 1.13934995458069552e-01
 5.57537266795199660e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 4.64158883361277840e-05, 2.00000000000000011e-01, 1.13934995458069552e-01
 1.55797638996915477e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 0.00000000000000000e+00, 1.13934995458069552e-01
 1.52165981500818481e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 1.33333333333333342e-02, 1.13934995458069552e-01
 1.39418081183491727e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 2.66666666666666684e-02, 1.13934995458069552e-01
 1.08663370569539630e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 4.00000000000000008e-02, 1.13934995458069552e-01
 7.36479388819259340e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 5.33333333333333368e-02, 1.13934995458069552e-01
 4.96132042412299246e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 6.66666666666666657e-02, 1.13934995458069552e-01
 3.25325145864258591e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 8.00000000000000017e-02, 1.13934995458069552e-01
 2.33135964610200030e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 9.33333333333333376e-02, 1.13934995458069552e-01
 2.53381900339325727e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 1.06666666666666674e-01, 1.13934995458069552e-01
 3.33365563302974510e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 1.20000000000000009e-01, 1.13934995458069552e-01
 4.15932210227257515e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 1.33333333333333331e-01, 1.13934995458069552e-01
 4.84914247810961652e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 1.46666666666666667e-01, 1.13934995458069552e-01
 5.49623959957251884e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 1.60000000000000003e-01, 1.13934995458069552e-01
 6.48916365102708115e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 1.73333333333333339e-01, 1.13934995458069552e-01
 6.37398016118150612e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 1.86666666666666675e-01, 1.13934995458069552e-01
 6.64072888874838285e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.15443469003188015e-04, 2.00000000000000011e-01, 1.13934995458069552e-01
 1.50896194526064753e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 0.00000000000000000e+00, 1.13934995458069552e-01
 1.36415600240617851e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 1.33333333333333342e-02, 1.13934995458069552e-01
 1.01706566827056877e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 2.66666666666666684e-02, 1.13934995458069552e-01
 6.08224620467544996e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 4.00000000000000008e-02, 1.13934995458069552e-01
 3.25800622654673133e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 5.33333333333333368e-02, 1.13934995458069552e-01
 1.80626705738363175e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 6.66666666666666657e-02, 1.13934995458069552e-01
 2.43275062085166083e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 8.00000000000000017e-02, 1.13934995458069552e-01
 3.59856649962612685e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 9.33333333333333376e-02, 1.13934995458069552e-01
 4.59584630489660362e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 1.06666666666666674e-01, 1.13934995458069552e-01
 5.34091257521858154e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 1.20000000000000009e-01, 1.13934995458069552e-01
 5.96650822136495007e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 9.99999999999998503e-04, 1.33333333333333331e-01, 1.13934995458069552e-01
