"f","p1","p2","p3","p4","p5","p6","p7","p8","p9"
 1.48162808282441290e+02, 2.15443469003188308e-06, 2.66666666666666684e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.79099905350292765e+00, 2.15443469003188308e-06, 5.33333333333333368e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.25172959456567590e+00, 2.15443469003188308e-06, 8.00000000000000017e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.14749060798252889e+00, 2.15443469003188308e-06, 1.06666666666666674e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.79637497929293399e-01, 2.15443469003188308e-06, 1.33333333333333331e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.53393820786356905e-01, 2.15443469003188308e-06, 1.60000000000000003e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.11954117569291212e-01, 2.15443469003188308e-06, 1.86666666666666675e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.79605926629832868e-01, 2.15443469003188308e-06, 2.13333333333333347e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.49872693637496213e-01, 2.15443469003188308e-06, 2.40000000000000019e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.35434778720060867e-01, 2.15443469003188308e-06, 2.66666666666666663e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.32466399199222529e-01, 2.15443469003188308e-06, 2.93333333333333335e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.32236329291936783e-01, 2.15443469003188308e-06, 3.20000000000000007e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.31999708777203506e-01, 2.15443469003188308e-06, 3.46666666666666679e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.81863175344690148e+02, 2.15443469003188308e-06, 3.73333333333333350e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.07248700657744109e+02, 2.15443469003188308e-06, 4.00000000000000022e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 9.99999999999998049e-06, 0.00000000000000000e+00, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.14194817009243010e+00, 9.99999999999998049e-06, 2.66666666666666684e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.61043249982046399e+00, 9.99999999999998049e-06, 5.33333333333333368e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.79656900795909635e-01, 9.99999999999998049e-06, 8.00000000000000017e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.54134300079250020e-01, 9.99999999999998049e-06, 1.06666666666666674e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.66841434512607734e-01, 9.99999999999998049e-06, 1.33333333333333331e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.35471184704069258e-01, 9.99999999999998049e-06, 1.60000000000000003e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.21837880426625123e-01, 9.99999999999998049e-06, 1.86666666666666675e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.19211340399484211e-01, 9.99999999999998049e-06, 2.13333333333333347e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.19548702895805758e-01, 9.99999999999998049e-06, 2.40000000000000019e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.19394243973217284e-01, 9.99999999999998049e-06, 2.66666666666666663e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.19470110969910770e-01, 9.99999999999998049e-06, 2.93333333333333335e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.56213420181568551e+02, 9.99999999999998049e-06, 3.20000000000000007e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.30314211554181668e+02, 9.99999999999998049e-06, 3.46666666666666679e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.34060101661762019e+02, 9.99999999999998049e-06, 3.73333333333333350e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.65886426499967286e+02, 9.99999999999998049e-06, 4.00000000000000022e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 4.64158883361277840e-05, 0.00000000000000000e+00, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.02587081159238069e+00, 4.64158883361277840e-05, 2.66666666666666684e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.20054560423189849e-01, 4.64158883361277840e-05, 5.33333333333333368e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.99241133953908034e-01, 4.64158883361277840e-05, 8.00000000000000017e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.60460385466115196e-01, 4.64158883361277840e-05, 1.06666666666666674e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.60706420630061808e-01, 4.64158883361277840e-05, 1.33333333333333331e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.64241877310531426e-01, 4.64158883361277840e-05, 1.60000000000000003e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.65385146522857751e-01, 4.64158883361277840e-05, 1.86666666666666675e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.65699264633561949e-01, 4.64158883361277840e-05, 2.13333333333333347e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.65685185965695103e-01, 4.64158883361277840e-05, 2.40000000000000019e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.65532650090069022e-01, 4.64158883361277840e-05, 2.66666666666666663e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.71013405891891097e+02, 4.64158883361277840e-05, 2.93333333333333335e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.54611409694536547e+02, 4.64158883361277840e-05, 3.20000000000000007e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.97728189496988250e+02, 4.64158883361277840e-05, 3.46666666666666679e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.46638567153886669e+02, 4.64158883361277840e-05, 3.73333333333333350e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.06735962347696102e+02, 4.64158883361277840e-05, 4.00000000000000022e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.15443469003188015e-04, 0.00000000000000000e+00, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.23312555329187712e-01, 2.15443469003188015e-04, 2.66666666666666684e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.22505256230574378e-01, 2.15443469003188015e-04, 5.33333333333333368e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.90285312804677864e-01, 2.15443469003188015e-04, 8.00000000000000017e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.98220895389900981e-01, 2.15443469003188015e-04, 1.06666666666666674e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.08536139232490342e-01, 2.15443469003188015e-04, 1.33333333333333331e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.14885663171045932e-01, 2.15443469003188015e-04, 1.60000000000000003e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.18634291687638899e-01, 2.15443469003188015e-04, 1.86666666666666675e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.20863026393107037e-01, 2.15443469003188015e-04, 2.13333333333333347e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.46766126999027733e+02, 2.15443469003188015e-04, 2.40000000000000019e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.89569709570794316e+02, 2.15443469003188015e-04, 2.66666666666666663e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.07039840936179928e+02, 2.15443469003188015e-04, 2.93333333333333335e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.28655405452413163e+02, 2.15443469003188015e-04, 3.20000000000000007e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.52268871831584647e+02, 2.15443469003188015e-04, 3.46666666666666679e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.48940344802192925e+02, 2.15443469003188015e-04, 3.73333333333333350e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.75732104942420193e+02, 2.15443469003188015e-04, 4.00000000000000022e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.08288459824055372e+00, 9.99999999999998503e-04, 0.00000000000000000e+00, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.37212642478797475e-01, 9.99999999999998503e-04, 2.66666666666666684e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.94227919297311191e-01, 9.99999999999998503e-04, 5.33333333333333368e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.47917871141200430e-01, 9.99999999999998503e-04, 8.00000000000000017e-02, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.78374809812461044e-01, 9.99999999999998503e-04, 1.06666666666666674e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.49601363098964024e-01, 9.99999999999998503e-04, 1.33333333333333331e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.42521372802974922e-01, 9.99999999999998503e-04, 1.60000000000000003e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.44495384359112583e-01, 9.99999999999998503e-04, 1.86666666666666675e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.24531408577471467e+02, 9.99999999999998503e-04, 2.13333333333333347e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.73016027684975825e+02, 9.99999999999998503e-04, 2.40000000000000019e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.96866994432547529e+02, 9.99999999999998503e-04, 2.66666666666666663e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
