"f","p1","p2","p3","p4","p5","p6","p7","p8","p9"
 3.19821416883931331e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999999425e-08, 1.33333333333333331e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.08738904041359818e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999999425e-08, 1.46666666666666667e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999999425e-08, 1.60000000000000003e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999999425e-08, 1.73333333333333339e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999999425e-08, 1.86666666666666675e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999999425e-08, 2.00000000000000011e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 0.00000000000000000e+00, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 1.33333333333333342e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 2.66666666666666684e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.62070373377600951e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 4.00000000000000008e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.49370535094807622e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 5.33333333333333368e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.88265662637784104e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 6.66666666666666657e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.52892959320859578e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 8.00000000000000017e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.36914987480204342e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 9.33333333333333376e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.07367953559029639e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 1.06666666666666674e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.33685588841041514e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 1.20000000000000009e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 9.40286208153446212e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 1.33333333333333331e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 1.46666666666666667e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 1.60000000000000003e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 1.73333333333333339e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 1.86666666666666675e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277677e-07, 2.00000000000000011e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 0.00000000000000000e+00, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 1.33333333333333342e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.46537434865249292e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 2.66666666666666684e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.66767383241923550e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 4.00000000000000008e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.22148953319051401e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 5.33333333333333368e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.33024876510497814e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 6.66666666666666657e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.27083324977906220e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 8.00000000000000017e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.42482986171038251e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 9.33333333333333376e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.91019123237022104e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 1.06666666666666674e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.59840447090837312e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 1.20000000000000009e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 1.33333333333333331e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 1.46666666666666667e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 1.60000000000000003e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 1.73333333333333339e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 1.86666666666666675e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188308e-06, 2.00000000000000011e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.02098816078145660e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 0.00000000000000000e+00, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.83164331329420538e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 1.33333333333333342e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.53647577963914062e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 2.66666666666666684e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.69299521418889998e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 4.00000000000000008e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.83617356682430932e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 5.33333333333333368e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.43244420710409281e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 6.66666666666666657e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.74490526719362782e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 8.00000000000000017e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.61775505974068867e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 9.33333333333333376e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.59659647452872159e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 1.06666666666666674e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 1.20000000000000009e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 1.33333333333333331e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 1.46666666666666667e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 1.60000000000000003e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 1.73333333333333339e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 1.86666666666666675e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998049e-06, 2.00000000000000011e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.53276362320412751e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 0.00000000000000000e+00, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.59639449164599867e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 1.33333333333333342e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.74298081711599795e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 2.66666666666666684e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.71163536932253640e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 4.00000000000000008e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.38999892619476051e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 5.33333333333333368e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.38658757352487916e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 6.66666666666666657e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.99406942734122050e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 8.00000000000000017e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.07207250601328560e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 9.33333333333333376e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 1.06666666666666674e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 1.20000000000000009e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 1.33333333333333331e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 1.46666666666666667e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 1.60000000000000003e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 1.73333333333333339e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 1.86666666666666675e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 4.64158883361277840e-05, 2.00000000000000011e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 9.74521576383476917e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 0.00000000000000000e+00, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.14247718628481532e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 1.33333333333333342e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.44545405178807251e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 2.66666666666666684e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.45416000503677223e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 4.00000000000000008e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.98312159642701213e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 5.33333333333333368e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 9.47851578561783814e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 6.66666666666666657e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.01755861380779883e+05, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 8.00000000000000017e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 9.33333333333333376e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 1.06666666666666674e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 1.20000000000000009e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 1.33333333333333331e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 1.46666666666666667e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 1.60000000000000003e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 1.73333333333333339e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 1.86666666666666675e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 2.15443469003188015e-04, 2.00000000000000011e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.62146803749454671e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 0.00000000000000000e+00, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.83104162440733798e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 1.33333333333333342e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.29413500137767068e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 2.66666666666666684e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.67284662294310338e-01, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 4.00000000000000008e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.17058856440703574e+00, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 5.33333333333333368e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.83954636282774678e+05, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 6.66666666666666657e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 8.00000000000000017e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 9.33333333333333376e-02, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 1.06666666666666674e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 1.20000000000000009e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 1.33333333333333331e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 1.46666666666666667e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 1.60000000000000003e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 1.73333333333333339e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 inf, 2.99734648467935016e-04, 1.03038141382917198e-01, 9.99999999999998503e-04, 1.86666666666666675e-01, 7.95832828641849788e-02, 1.40117569756865474e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
